typeId,typeName,date,level
3,Nitrogen Dioxide,2016-02-03,0
3,Nitrogen Dioxide,2016-02-04,0
3,Nitrogen Dioxide,2016-02-05,24
3,Nitrogen Dioxide,2016-02-06,19
3,Nitrogen Dioxide,2016-02-07,16
3,Nitrogen Dioxide,2016-02-08,9
3,Nitrogen Dioxide,2016-02-09,30
3,Nitrogen Dioxide,2016-02-10,38
3,Nitrogen Dioxide,2016-02-11,49
3,Nitrogen Dioxide,2016-02-12,34
3,Nitrogen Dioxide,2016-02-13,31
3,Nitrogen Dioxide,2016-02-14,23
3,Nitrogen Dioxide,2016-02-15,40
3,Nitrogen Dioxide,2016-02-16,39
3,Nitrogen Dioxide,2016-02-17,30
3,Nitrogen Dioxide,2016-02-18,44
3,Nitrogen Dioxide,2016-02-19,37
3,Nitrogen Dioxide,2016-02-20,10
3,Nitrogen Dioxide,2016-02-21,6
3,Nitrogen Dioxide,2016-02-22,25
3,Nitrogen Dioxide,2016-02-23,40
3,Nitrogen Dioxide,2016-02-24,40
3,Nitrogen Dioxide,2016-02-25,46
3,Nitrogen Dioxide,2016-02-26,43
3,Nitrogen Dioxide,2016-02-27,28
3,Nitrogen Dioxide,2016-02-28,25
3,Nitrogen Dioxide,2016-02-29,38
3,Nitrogen Dioxide,2016-03-01,17
3,Nitrogen Dioxide,2016-03-02,13
3,Nitrogen Dioxide,2016-03-03,19
3,Nitrogen Dioxide,2016-03-04,30
3,Nitrogen Dioxide,2016-03-05,21
3,Nitrogen Dioxide,2016-03-06,23
3,Nitrogen Dioxide,2016-03-07,35
3,Nitrogen Dioxide,2016-03-08,40
3,Nitrogen Dioxide,2016-03-09,15
3,Nitrogen Dioxide,2016-03-10,34
3,Nitrogen Dioxide,2016-03-11,54
3,Nitrogen Dioxide,2016-03-12,50
3,Nitrogen Dioxide,2016-03-13,33
3,Nitrogen Dioxide,2016-03-14,25
3,Nitrogen Dioxide,2016-03-15,30
3,Nitrogen Dioxide,2016-03-16,20
3,Nitrogen Dioxide,2016-03-17,29
3,Nitrogen Dioxide,2016-03-18,40
3,Nitrogen Dioxide,2016-03-19,22
3,Nitrogen Dioxide,2016-03-20,28
3,Nitrogen Dioxide,2016-03-21,37
3,Nitrogen Dioxide,2016-03-22,38
3,Nitrogen Dioxide,2016-03-23,39
3,Nitrogen Dioxide,2016-03-24,31
3,Nitrogen Dioxide,2016-03-25,21
3,Nitrogen Dioxide,2016-03-26,14
3,Nitrogen Dioxide,2016-03-27,13
3,Nitrogen Dioxide,2016-03-28,12
3,Nitrogen Dioxide,2016-03-29,23
3,Nitrogen Dioxide,2016-03-30,30
3,Nitrogen Dioxide,2016-03-31,31
3,Nitrogen Dioxide,2016-04-01,27
3,Nitrogen Dioxide,2016-04-02,16
3,Nitrogen Dioxide,2016-04-03,19
3,Nitrogen Dioxide,2016-04-04,25
3,Nitrogen Dioxide,2016-04-05,25
3,Nitrogen Dioxide,2016-04-06,15
3,Nitrogen Dioxide,2016-04-07,16
3,Nitrogen Dioxide,2016-04-08,24
3,Nitrogen Dioxide,2016-04-09,23
3,Nitrogen Dioxide,2016-04-10,17
3,Nitrogen Dioxide,2016-04-11,39
3,Nitrogen Dioxide,2016-04-12,40
3,Nitrogen Dioxide,2016-04-13,46
3,Nitrogen Dioxide,2016-04-14,21
3,Nitrogen Dioxide,2016-04-15,20
3,Nitrogen Dioxide,2016-04-16,16
3,Nitrogen Dioxide,2016-04-17,18
3,Nitrogen Dioxide,2016-04-18,28
3,Nitrogen Dioxide,2016-04-19,23
3,Nitrogen Dioxide,2016-04-20,22
3,Nitrogen Dioxide,2016-04-21,26
3,Nitrogen Dioxide,2016-04-22,24
3,Nitrogen Dioxide,2016-04-23,15
3,Nitrogen Dioxide,2016-04-24,12
3,Nitrogen Dioxide,2016-04-25,12
3,Nitrogen Dioxide,2016-04-26,16
3,Nitrogen Dioxide,2016-04-27,22
3,Nitrogen Dioxide,2016-04-28,22
3,Nitrogen Dioxide,2016-04-29,18
3,Nitrogen Dioxide,2016-04-30,10
3,Nitrogen Dioxide,2016-05-01,23
3,Nitrogen Dioxide,2016-05-02,13
3,Nitrogen Dioxide,2016-05-03,17
3,Nitrogen Dioxide,2016-05-04,24
3,Nitrogen Dioxide,2016-05-05,28
3,Nitrogen Dioxide,2016-05-06,38
3,Nitrogen Dioxide,2016-05-07,24
3,Nitrogen Dioxide,2016-05-08,14
3,Nitrogen Dioxide,2016-05-09,29
3,Nitrogen Dioxide,2016-05-10,35
3,Nitrogen Dioxide,2016-05-11,32
3,Nitrogen Dioxide,2016-05-12,19
3,Nitrogen Dioxide,2016-05-13,15
3,Nitrogen Dioxide,2016-05-14,16
3,Nitrogen Dioxide,2016-05-15,19
3,Nitrogen Dioxide,2016-05-16,17
3,Nitrogen Dioxide,2016-05-17,20
3,Nitrogen Dioxide,2016-05-18,17
3,Nitrogen Dioxide,2016-05-19,19
3,Nitrogen Dioxide,2016-05-20,15
3,Nitrogen Dioxide,2016-05-21,19
3,Nitrogen Dioxide,2016-05-22,19
3,Nitrogen Dioxide,2016-05-23,21
3,Nitrogen Dioxide,2016-05-24,15
3,Nitrogen Dioxide,2016-05-25,21
3,Nitrogen Dioxide,2016-05-26,19
3,Nitrogen Dioxide,2016-05-27,25
3,Nitrogen Dioxide,2016-05-28,18
3,Nitrogen Dioxide,2016-05-29,15
3,Nitrogen Dioxide,2016-05-30,20
3,Nitrogen Dioxide,2016-05-31,14
3,Nitrogen Dioxide,2016-06-01,15
3,Nitrogen Dioxide,2016-06-02,16
3,Nitrogen Dioxide,2016-06-03,21
3,Nitrogen Dioxide,2016-06-04,32
3,Nitrogen Dioxide,2016-06-05,14
3,Nitrogen Dioxide,2016-06-06,22
3,Nitrogen Dioxide,2016-06-07,20
3,Nitrogen Dioxide,2016-06-08,24
3,Nitrogen Dioxide,2016-06-09,23
3,Nitrogen Dioxide,2016-06-10,22
3,Nitrogen Dioxide,2016-06-11,20
3,Nitrogen Dioxide,2016-06-12,9
3,Nitrogen Dioxide,2016-06-13,14
3,Nitrogen Dioxide,2016-06-14,13
3,Nitrogen Dioxide,2016-06-15,26
3,Nitrogen Dioxide,2016-06-16,23
3,Nitrogen Dioxide,2016-06-17,24
3,Nitrogen Dioxide,2016-06-18,17
3,Nitrogen Dioxide,2016-06-19,18
3,Nitrogen Dioxide,2016-06-20,13
3,Nitrogen Dioxide,2016-06-21,15
3,Nitrogen Dioxide,2016-06-22,19
3,Nitrogen Dioxide,2016-06-23,16
3,Nitrogen Dioxide,2016-06-24,13
3,Nitrogen Dioxide,2016-06-25,14
3,Nitrogen Dioxide,2016-06-26,12
3,Nitrogen Dioxide,2016-06-27,11
3,Nitrogen Dioxide,2016-06-28,17
3,Nitrogen Dioxide,2016-06-29,19
3,Nitrogen Dioxide,2016-06-30,24
3,Nitrogen Dioxide,2016-07-01,12
3,Nitrogen Dioxide,2016-07-02,14
3,Nitrogen Dioxide,2016-07-03,13
3,Nitrogen Dioxide,2016-07-04,13
3,Nitrogen Dioxide,2016-07-05,10
3,Nitrogen Dioxide,2016-07-06,17
3,Nitrogen Dioxide,2016-07-07,15
3,Nitrogen Dioxide,2016-07-08,10
3,Nitrogen Dioxide,2016-07-09,14
3,Nitrogen Dioxide,2016-07-10,6
3,Nitrogen Dioxide,2016-07-11,8
3,Nitrogen Dioxide,2016-07-12,13
3,Nitrogen Dioxide,2016-07-13,17
3,Nitrogen Dioxide,2016-07-14,15
3,Nitrogen Dioxide,2016-07-15,14
3,Nitrogen Dioxide,2016-07-16,11
3,Nitrogen Dioxide,2016-07-17,9
3,Nitrogen Dioxide,2016-07-18,16
3,Nitrogen Dioxide,2016-07-19,22
3,Nitrogen Dioxide,2016-07-20,15
3,Nitrogen Dioxide,2016-07-21,13
3,Nitrogen Dioxide,2016-07-22,20
3,Nitrogen Dioxide,2016-07-23,12
3,Nitrogen Dioxide,2016-07-24,8
3,Nitrogen Dioxide,2016-07-25,9
3,Nitrogen Dioxide,2016-07-26,13
3,Nitrogen Dioxide,2016-07-27,10
3,Nitrogen Dioxide,2016-07-28,15
3,Nitrogen Dioxide,2016-07-29,11
3,Nitrogen Dioxide,2016-07-30,14
3,Nitrogen Dioxide,2016-07-31,11
3,Nitrogen Dioxide,2016-08-01,0
3,Nitrogen Dioxide,2016-08-02,0
3,Nitrogen Dioxide,2016-08-03,6
3,Nitrogen Dioxide,2016-08-04,12
3,Nitrogen Dioxide,2016-08-05,17
3,Nitrogen Dioxide,2016-08-06,15
3,Nitrogen Dioxide,2016-08-07,7
3,Nitrogen Dioxide,2016-08-08,13
3,Nitrogen Dioxide,2016-08-09,12
3,Nitrogen Dioxide,2016-08-10,15
3,Nitrogen Dioxide,2016-08-11,15
3,Nitrogen Dioxide,2016-08-12,11
3,Nitrogen Dioxide,2016-08-13,12
3,Nitrogen Dioxide,2016-08-14,19
3,Nitrogen Dioxide,2016-08-15,20
3,Nitrogen Dioxide,2016-08-16,22
3,Nitrogen Dioxide,2016-08-17,23
3,Nitrogen Dioxide,2016-08-18,21
3,Nitrogen Dioxide,2016-08-19,12
3,Nitrogen Dioxide,2016-08-20,5
3,Nitrogen Dioxide,2016-08-21,7
3,Nitrogen Dioxide,2016-08-22,12
3,Nitrogen Dioxide,2016-08-23,19
3,Nitrogen Dioxide,2016-08-24,19
3,Nitrogen Dioxide,2016-08-25,26
3,Nitrogen Dioxide,2016-08-26,19
3,Nitrogen Dioxide,2016-08-27,25
3,Nitrogen Dioxide,2016-08-28,12
3,Nitrogen Dioxide,2016-08-29,13
3,Nitrogen Dioxide,2016-08-30,21
3,Nitrogen Dioxide,2016-08-31,16
3,Nitrogen Dioxide,2016-09-01,18
3,Nitrogen Dioxide,2016-09-02,17
3,Nitrogen Dioxide,2016-09-03,22
3,Nitrogen Dioxide,2016-09-04,10
3,Nitrogen Dioxide,2016-09-05,20
3,Nitrogen Dioxide,2016-09-06,18
3,Nitrogen Dioxide,2016-09-07,0
3,Nitrogen Dioxide,2016-09-08,0
3,Nitrogen Dioxide,2016-09-09,14
3,Nitrogen Dioxide,2016-09-10,17
3,Nitrogen Dioxide,2016-09-11,16
3,Nitrogen Dioxide,2016-09-12,16
3,Nitrogen Dioxide,2016-09-13,30
3,Nitrogen Dioxide,2016-09-14,22
3,Nitrogen Dioxide,2016-09-15,25
3,Nitrogen Dioxide,2016-09-16,12
3,Nitrogen Dioxide,2016-09-17,18
3,Nitrogen Dioxide,2016-09-18,15
3,Nitrogen Dioxide,2016-09-19,17
3,Nitrogen Dioxide,2016-09-20,25
3,Nitrogen Dioxide,2016-09-21,22
3,Nitrogen Dioxide,2016-09-22,22
3,Nitrogen Dioxide,2016-09-23,25
3,Nitrogen Dioxide,2016-09-24,12
3,Nitrogen Dioxide,2016-09-25,8
3,Nitrogen Dioxide,2016-09-26,20
3,Nitrogen Dioxide,2016-09-27,16
3,Nitrogen Dioxide,2016-09-28,14
3,Nitrogen Dioxide,2016-09-29,15
3,Nitrogen Dioxide,2016-09-30,21
3,Nitrogen Dioxide,2016-10-01,16
3,Nitrogen Dioxide,2016-10-02,23
3,Nitrogen Dioxide,2016-10-03,23
3,Nitrogen Dioxide,2016-10-04,24
3,Nitrogen Dioxide,2016-10-05,15
3,Nitrogen Dioxide,2016-10-06,21
3,Nitrogen Dioxide,2016-10-07,25
3,Nitrogen Dioxide,2016-10-08,20
3,Nitrogen Dioxide,2016-10-09,18
3,Nitrogen Dioxide,2016-10-10,28
3,Nitrogen Dioxide,2016-10-11,25
3,Nitrogen Dioxide,2016-10-12,19
3,Nitrogen Dioxide,2016-10-13,21
3,Nitrogen Dioxide,2016-10-14,29
3,Nitrogen Dioxide,2016-10-15,26
3,Nitrogen Dioxide,2016-10-16,12
3,Nitrogen Dioxide,2016-10-17,17
3,Nitrogen Dioxide,2016-10-18,20
3,Nitrogen Dioxide,2016-10-19,30
3,Nitrogen Dioxide,2016-10-20,37
3,Nitrogen Dioxide,2016-10-21,41
3,Nitrogen Dioxide,2016-10-22,33
3,Nitrogen Dioxide,2016-10-23,15
3,Nitrogen Dioxide,2016-10-24,29
3,Nitrogen Dioxide,2016-10-25,32
3,Nitrogen Dioxide,2016-10-26,34
3,Nitrogen Dioxide,2016-10-27,25
3,Nitrogen Dioxide,2016-10-28,25
3,Nitrogen Dioxide,2016-10-29,28
3,Nitrogen Dioxide,2016-10-30,23
3,Nitrogen Dioxide,2016-10-31,35
3,Nitrogen Dioxide,2016-11-01,30
3,Nitrogen Dioxide,2016-11-02,40
3,Nitrogen Dioxide,2016-11-03,44
3,Nitrogen Dioxide,2016-11-04,48
3,Nitrogen Dioxide,2016-11-05,40
3,Nitrogen Dioxide,2016-11-06,25
3,Nitrogen Dioxide,2016-11-07,29
3,Nitrogen Dioxide,2016-11-08,35
3,Nitrogen Dioxide,2016-11-09,25
3,Nitrogen Dioxide,2016-11-10,32
3,Nitrogen Dioxide,2016-11-11,32
3,Nitrogen Dioxide,2016-11-12,26
3,Nitrogen Dioxide,2016-11-13,31
3,Nitrogen Dioxide,2016-11-14,22
3,Nitrogen Dioxide,2016-11-15,18
3,Nitrogen Dioxide,2016-11-16,26
3,Nitrogen Dioxide,2016-11-17,28
3,Nitrogen Dioxide,2016-11-18,59
3,Nitrogen Dioxide,2016-11-19,51
3,Nitrogen Dioxide,2016-11-20,22
3,Nitrogen Dioxide,2016-11-21,35
3,Nitrogen Dioxide,2016-11-22,0
3,Nitrogen Dioxide,2016-11-23,0
3,Nitrogen Dioxide,2016-11-24,0
3,Nitrogen Dioxide,2016-11-25,18
3,Nitrogen Dioxide,2016-11-26,22
3,Nitrogen Dioxide,2016-11-27,24
3,Nitrogen Dioxide,2016-11-28,32
3,Nitrogen Dioxide,2016-11-29,36
3,Nitrogen Dioxide,2016-11-30,68
3,Nitrogen Dioxide,2016-12-01,49
3,Nitrogen Dioxide,2016-12-02,49
3,Nitrogen Dioxide,2016-12-03,29
3,Nitrogen Dioxide,2016-12-04,25
3,Nitrogen Dioxide,2016-12-05,31
3,Nitrogen Dioxide,2016-12-06,37
3,Nitrogen Dioxide,2016-12-07,26
3,Nitrogen Dioxide,2016-12-08,25
3,Nitrogen Dioxide,2016-12-09,27
3,Nitrogen Dioxide,2016-12-10,34
3,Nitrogen Dioxide,2016-12-11,33
3,Nitrogen Dioxide,2016-12-12,33
3,Nitrogen Dioxide,2016-12-13,32
3,Nitrogen Dioxide,2016-12-14,23
3,Nitrogen Dioxide,2016-12-15,22
3,Nitrogen Dioxide,2016-12-16,37
3,Nitrogen Dioxide,2016-12-17,37
3,Nitrogen Dioxide,2016-12-18,31
3,Nitrogen Dioxide,2016-12-19,38
3,Nitrogen Dioxide,2016-12-20,30
3,Nitrogen Dioxide,2016-12-21,37
3,Nitrogen Dioxide,2016-12-22,47
3,Nitrogen Dioxide,2016-12-23,17
3,Nitrogen Dioxide,2016-12-24,8
3,Nitrogen Dioxide,2016-12-25,2
3,Nitrogen Dioxide,2016-12-26,16
3,Nitrogen Dioxide,2016-12-27,29
3,Nitrogen Dioxide,2016-12-28,29
3,Nitrogen Dioxide,2016-12-29,37
3,Nitrogen Dioxide,2016-12-30,27
3,Nitrogen Dioxide,2016-12-31,18
4,Sulphur Dioxide,2016-01-01,2
4,Sulphur Dioxide,2016-01-02,2
4,Sulphur Dioxide,2016-01-03,2
4,Sulphur Dioxide,2016-01-04,2
4,Sulphur Dioxide,2016-01-05,3
4,Sulphur Dioxide,2016-01-06,2
4,Sulphur Dioxide,2016-01-07,3
4,Sulphur Dioxide,2016-01-08,1
4,Sulphur Dioxide,2016-01-09,2
4,Sulphur Dioxide,2016-01-10,3
4,Sulphur Dioxide,2016-01-11,6
4,Sulphur Dioxide,2016-01-12,3
4,Sulphur Dioxide,2016-01-13,3
4,Sulphur Dioxide,2016-01-14,2
4,Sulphur Dioxide,2016-01-15,1
4,Sulphur Dioxide,2016-01-16,4
4,Sulphur Dioxide,2016-01-17,2
4,Sulphur Dioxide,2016-01-18,1
4,Sulphur Dioxide,2016-01-19,4
4,Sulphur Dioxide,2016-01-20,4
4,Sulphur Dioxide,2016-01-21,2
4,Sulphur Dioxide,2016-01-22,2
4,Sulphur Dioxide,2016-01-23,1
4,Sulphur Dioxide,2016-01-24,1
4,Sulphur Dioxide,2016-01-25,2
4,Sulphur Dioxide,2016-01-26,2
4,Sulphur Dioxide,2016-01-27,2
4,Sulphur Dioxide,2016-01-28,4
4,Sulphur Dioxide,2016-01-29,4
4,Sulphur Dioxide,2016-01-30,2
4,Sulphur Dioxide,2016-01-31,1
4,Sulphur Dioxide,2016-02-01,1
4,Sulphur Dioxide,2016-02-02,1
4,Sulphur Dioxide,2016-02-03,0
4,Sulphur Dioxide,2016-02-04,0
4,Sulphur Dioxide,2016-02-05,2
4,Sulphur Dioxide,2016-02-06,3
4,Sulphur Dioxide,2016-02-07,2
4,Sulphur Dioxide,2016-02-08,2
4,Sulphur Dioxide,2016-02-09,3
4,Sulphur Dioxide,2016-02-10,2
4,Sulphur Dioxide,2016-02-11,2
4,Sulphur Dioxide,2016-02-12,2
4,Sulphur Dioxide,2016-02-13,3
4,Sulphur Dioxide,2016-02-14,2
4,Sulphur Dioxide,2016-02-15,2
4,Sulphur Dioxide,2016-02-16,2
4,Sulphur Dioxide,2016-02-17,3
4,Sulphur Dioxide,2016-02-18,3
4,Sulphur Dioxide,2016-02-19,2
4,Sulphur Dioxide,2016-02-20,1
4,Sulphur Dioxide,2016-02-21,1
4,Sulphur Dioxide,2016-02-22,2
4,Sulphur Dioxide,2016-02-23,1
4,Sulphur Dioxide,2016-02-24,2
4,Sulphur Dioxide,2016-02-25,2
4,Sulphur Dioxide,2016-02-26,5
4,Sulphur Dioxide,2016-02-27,3
4,Sulphur Dioxide,2016-02-28,2
4,Sulphur Dioxide,2016-02-29,1
4,Sulphur Dioxide,2016-03-01,2
4,Sulphur Dioxide,2016-03-02,2
4,Sulphur Dioxide,2016-03-03,2
4,Sulphur Dioxide,2016-03-04,5
4,Sulphur Dioxide,2016-03-05,1
4,Sulphur Dioxide,2016-03-06,1
4,Sulphur Dioxide,2016-03-07,1
4,Sulphur Dioxide,2016-03-08,2
4,Sulphur Dioxide,2016-03-09,3
4,Sulphur Dioxide,2016-03-10,1
4,Sulphur Dioxide,2016-03-11,3
4,Sulphur Dioxide,2016-03-12,3
4,Sulphur Dioxide,2016-03-13,1
4,Sulphur Dioxide,2016-03-14,1
4,Sulphur Dioxide,2016-03-15,1
4,Sulphur Dioxide,2016-03-16,1
4,Sulphur Dioxide,2016-03-17,1
4,Sulphur Dioxide,2016-03-18,1
4,Sulphur Dioxide,2016-03-19,1
4,Sulphur Dioxide,2016-03-20,1
4,Sulphur Dioxide,2016-03-21,2
4,Sulphur Dioxide,2016-03-22,1
4,Sulphur Dioxide,2016-03-23,2
4,Sulphur Dioxide,2016-03-24,5
4,Sulphur Dioxide,2016-03-25,2
4,Sulphur Dioxide,2016-03-26,3
4,Sulphur Dioxide,2016-03-27,1
4,Sulphur Dioxide,2016-03-28,3
4,Sulphur Dioxide,2016-03-29,1
4,Sulphur Dioxide,2016-03-30,2
4,Sulphur Dioxide,2016-03-31,1
4,Sulphur Dioxide,2016-04-01,1
4,Sulphur Dioxide,2016-04-02,2
4,Sulphur Dioxide,2016-04-03,3
4,Sulphur Dioxide,2016-04-04,3
4,Sulphur Dioxide,2016-04-05,2
4,Sulphur Dioxide,2016-04-06,2
4,Sulphur Dioxide,2016-04-07,2
4,Sulphur Dioxide,2016-04-08,2
4,Sulphur Dioxide,2016-04-09,2
4,Sulphur Dioxide,2016-04-10,2
4,Sulphur Dioxide,2016-04-11,2
4,Sulphur Dioxide,2016-04-12,3
4,Sulphur Dioxide,2016-04-13,3
4,Sulphur Dioxide,2016-04-14,1
4,Sulphur Dioxide,2016-04-15,2
4,Sulphur Dioxide,2016-04-16,1
4,Sulphur Dioxide,2016-04-17,2
4,Sulphur Dioxide,2016-04-18,3
4,Sulphur Dioxide,2016-04-19,2
4,Sulphur Dioxide,2016-04-20,2
4,Sulphur Dioxide,2016-04-21,2
4,Sulphur Dioxide,2016-04-22,2
4,Sulphur Dioxide,2016-04-23,1
4,Sulphur Dioxide,2016-04-24,1
4,Sulphur Dioxide,2016-04-25,2
4,Sulphur Dioxide,2016-04-26,1
4,Sulphur Dioxide,2016-04-27,1
4,Sulphur Dioxide,2016-04-28,2
4,Sulphur Dioxide,2016-04-29,2
4,Sulphur Dioxide,2016-04-30,1
4,Sulphur Dioxide,2016-05-01,1
4,Sulphur Dioxide,2016-05-02,2
4,Sulphur Dioxide,2016-05-03,2
4,Sulphur Dioxide,2016-05-04,2
4,Sulphur Dioxide,2016-05-05,2
4,Sulphur Dioxide,2016-05-06,2
4,Sulphur Dioxide,2016-05-07,2
4,Sulphur Dioxide,2016-05-08,2
4,Sulphur Dioxide,2016-05-09,2
4,Sulphur Dioxide,2016-05-10,1
4,Sulphur Dioxide,2016-05-11,2
4,Sulphur Dioxide,2016-05-12,2
4,Sulphur Dioxide,2016-05-13,2
4,Sulphur Dioxide,2016-05-14,1
4,Sulphur Dioxide,2016-05-15,1
4,Sulphur Dioxide,2016-05-16,2
4,Sulphur Dioxide,2016-05-17,1
4,Sulphur Dioxide,2016-05-18,2
4,Sulphur Dioxide,2016-05-19,2
4,Sulphur Dioxide,2016-05-20,1
4,Sulphur Dioxide,2016-05-21,2
4,Sulphur Dioxide,2016-05-22,2
4,Sulphur Dioxide,2016-05-23,1
4,Sulphur Dioxide,2016-05-24,2
4,Sulphur Dioxide,2016-05-25,1
4,Sulphur Dioxide,2016-05-26,1
4,Sulphur Dioxide,2016-05-27,1
4,Sulphur Dioxide,2016-05-28,2
4,Sulphur Dioxide,2016-05-29,2
4,Sulphur Dioxide,2016-05-30,2
4,Sulphur Dioxide,2016-05-31,1
4,Sulphur Dioxide,2016-06-01,1
4,Sulphur Dioxide,2016-06-02,2
4,Sulphur Dioxide,2016-06-03,2
4,Sulphur Dioxide,2016-06-04,3
4,Sulphur Dioxide,2016-06-05,2
4,Sulphur Dioxide,2016-06-06,1
4,Sulphur Dioxide,2016-06-07,2
4,Sulphur Dioxide,2016-06-08,2
4,Sulphur Dioxide,2016-06-09,1
4,Sulphur Dioxide,2016-06-10,1
4,Sulphur Dioxide,2016-06-11,1
4,Sulphur Dioxide,2016-06-12,1
4,Sulphur Dioxide,2016-06-13,2
4,Sulphur Dioxide,2016-06-14,1
4,Sulphur Dioxide,2016-06-15,4
4,Sulphur Dioxide,2016-06-16,3
4,Sulphur Dioxide,2016-06-17,1
4,Sulphur Dioxide,2016-06-18,1
4,Sulphur Dioxide,2016-06-19,2
4,Sulphur Dioxide,2016-06-20,3
4,Sulphur Dioxide,2016-06-21,2
4,Sulphur Dioxide,2016-06-22,3
4,Sulphur Dioxide,2016-06-23,3
4,Sulphur Dioxide,2016-06-24,3
4,Sulphur Dioxide,2016-06-25,1
4,Sulphur Dioxide,2016-06-26,2
4,Sulphur Dioxide,2016-06-27,2
4,Sulphur Dioxide,2016-06-28,2
4,Sulphur Dioxide,2016-06-29,2
4,Sulphur Dioxide,2016-06-30,1
4,Sulphur Dioxide,2016-07-01,1
4,Sulphur Dioxide,2016-07-02,1
4,Sulphur Dioxide,2016-07-03,1
4,Sulphur Dioxide,2016-07-04,1
4,Sulphur Dioxide,2016-07-05,1
4,Sulphur Dioxide,2016-07-06,1
4,Sulphur Dioxide,2016-07-07,1
4,Sulphur Dioxide,2016-07-08,1
4,Sulphur Dioxide,2016-07-09,1
4,Sulphur Dioxide,2016-07-10,1
4,Sulphur Dioxide,2016-07-11,1
4,Sulphur Dioxide,2016-07-12,1
4,Sulphur Dioxide,2016-07-13,1
4,Sulphur Dioxide,2016-07-14,1
4,Sulphur Dioxide,2016-07-15,1
4,Sulphur Dioxide,2016-07-16,0
4,Sulphur Dioxide,2016-07-17,1
4,Sulphur Dioxide,2016-07-18,1
4,Sulphur Dioxide,2016-07-19,1
4,Sulphur Dioxide,2016-07-20,1
4,Sulphur Dioxide,2016-07-21,1
4,Sulphur Dioxide,2016-07-22,1
4,Sulphur Dioxide,2016-07-23,1
4,Sulphur Dioxide,2016-07-24,1
4,Sulphur Dioxide,2016-07-25,1
4,Sulphur Dioxide,2016-07-26,1
4,Sulphur Dioxide,2016-07-27,1
4,Sulphur Dioxide,2016-07-28,1
4,Sulphur Dioxide,2016-07-29,1
4,Sulphur Dioxide,2016-07-30,1
4,Sulphur Dioxide,2016-07-31,2
4,Sulphur Dioxide,2016-08-01,0
4,Sulphur Dioxide,2016-08-02,0
4,Sulphur Dioxide,2016-08-03,1
4,Sulphur Dioxide,2016-08-04,1
4,Sulphur Dioxide,2016-08-05,2
4,Sulphur Dioxide,2016-08-06,1
4,Sulphur Dioxide,2016-08-07,1
4,Sulphur Dioxide,2016-08-08,2
4,Sulphur Dioxide,2016-08-09,1
4,Sulphur Dioxide,2016-08-10,2
4,Sulphur Dioxide,2016-08-11,2
4,Sulphur Dioxide,2016-08-12,1
4,Sulphur Dioxide,2016-08-13,1
4,Sulphur Dioxide,2016-08-14,1
4,Sulphur Dioxide,2016-08-15,2
4,Sulphur Dioxide,2016-08-16,3
4,Sulphur Dioxide,2016-08-17,2
4,Sulphur Dioxide,2016-08-18,1
4,Sulphur Dioxide,2016-08-19,2
4,Sulphur Dioxide,2016-08-20,2
4,Sulphur Dioxide,2016-08-21,1
4,Sulphur Dioxide,2016-08-22,1
4,Sulphur Dioxide,2016-08-23,1
4,Sulphur Dioxide,2016-08-24,1
4,Sulphur Dioxide,2016-08-25,1
4,Sulphur Dioxide,2016-08-26,2
4,Sulphur Dioxide,2016-08-27,1
4,Sulphur Dioxide,2016-08-28,1
4,Sulphur Dioxide,2016-08-29,1
4,Sulphur Dioxide,2016-08-30,2
4,Sulphur Dioxide,2016-08-31,1
4,Sulphur Dioxide,2016-09-01,1
4,Sulphur Dioxide,2016-09-02,1
4,Sulphur Dioxide,2016-09-03,1
4,Sulphur Dioxide,2016-09-04,1
4,Sulphur Dioxide,2016-09-05,2
4,Sulphur Dioxide,2016-09-06,2
4,Sulphur Dioxide,2016-09-07,0
4,Sulphur Dioxide,2016-09-08,0
4,Sulphur Dioxide,2016-09-09,2
4,Sulphur Dioxide,2016-09-10,1
4,Sulphur Dioxide,2016-09-11,1
4,Sulphur Dioxide,2016-09-12,1
4,Sulphur Dioxide,2016-09-13,2
4,Sulphur Dioxide,2016-09-14,2
4,Sulphur Dioxide,2016-09-15,2
4,Sulphur Dioxide,2016-09-16,2
4,Sulphur Dioxide,2016-09-17,1
4,Sulphur Dioxide,2016-09-18,3
4,Sulphur Dioxide,2016-09-19,1
4,Sulphur Dioxide,2016-09-20,2
4,Sulphur Dioxide,2016-09-21,1
4,Sulphur Dioxide,2016-09-22,1
4,Sulphur Dioxide,2016-09-23,1
4,Sulphur Dioxide,2016-09-24,2
4,Sulphur Dioxide,2016-09-25,2
4,Sulphur Dioxide,2016-09-26,1
4,Sulphur Dioxide,2016-09-27,2
4,Sulphur Dioxide,2016-09-28,1
4,Sulphur Dioxide,2016-09-29,1
4,Sulphur Dioxide,2016-09-30,1
4,Sulphur Dioxide,2016-10-01,2
4,Sulphur Dioxide,2016-10-02,2
4,Sulphur Dioxide,2016-10-03,1
4,Sulphur Dioxide,2016-10-04,1
4,Sulphur Dioxide,2016-10-05,2
4,Sulphur Dioxide,2016-10-06,2
4,Sulphur Dioxide,2016-10-07,2
4,Sulphur Dioxide,2016-10-08,1
4,Sulphur Dioxide,2016-10-09,1
4,Sulphur Dioxide,2016-10-10,2
4,Sulphur Dioxide,2016-10-11,1
4,Sulphur Dioxide,2016-10-12,1
4,Sulphur Dioxide,2016-10-13,3
